Measurements/Samples, Spot 160466, Spot 160500, Spot 160501, Spot 160502, Spot 160503, Spot 160504, Spot 160505, Spot 160506, Spot 160507, Spot 160508, Spot 160509, Spot 160510, Spot 160511, Spot 160512, Spot 160540, Spot 160541, Spot 160542, Spot 160543, Spot 160544, Spot 160545, Spot 160546, Spot 160547, Spot 160548, Spot 160549, Spot 160550, Spot 160551, Spot 160552, Spot 160553, Spot 160554, Spot 160555, Spot 160556, Spot 160557, Spot 160558, Spot 160559, Spot 160585, Spot 160586, Spot 160587, Spot 160588, Spot 160589, Spot 160590, Spot 160591, Spot 160603, Spot 160604, Spot 160605, Spot 160606, Spot 160607, Spot 160610, Spot 160611, Spot 160612, Spot 160613, Spot 160633, Spot 160634, Spot 160635, Spot 160636, Spot 160660, Spot 160661, Spot 160662, Spot 160663, Spot 160664, Spot 160665, Spot 160666, Spot 160685, Spot 160686, Spot 160687, Spot 160688, Spot 160718, Spot 160719, Spot 160720, Spot 160721, Spot 160722, Spot 160723, Spot 160724, Spot 160725, Spot 160742, Spot 160743, Spot 160779, Spot 160780, Spot 160781, Spot 160782, Spot 160783, Spot 160784, Spot 160802, Spot 160803, Spot 160804, Spot 160845, Spot 160846, Spot 160847, Spot 160848, Spot 160866, Spot 160867, Spot 160868, Spot 160913, Spot 160914, Spot 160915, Spot 160916, Spot 160934, Spot 160935, Spot 160936, Spot 160984, Spot 160985, Spot 160986, Spot 160987, Spot 161005, Spot 161006, Spot 161007, Spot 161058, Spot 161059, Spot 161060, Spot 161061, Spot 161079, Spot 161080, Spot 161135, Spot 161136, Spot 161156, Spot 161157, Spot 161214, Spot 161215, Spot 161237, Spot 161238, Spot 161297, Spot 161321, Spot 161322, Spot 161323, Spot 161408, Spot 161409, Spot 161498, Spot 161499, Spot 161589, Spot 161590, Spot 161681, Spot 161682, Spot 161683, Spot 161774, Spot 161775, Spot 161776, Spot 161869, Spot 161870, Spot 161871, Spot 161966, Spot 161967, Spot 161968, Spot 162000, Spot 162006, Spot 162066, Spot 162067, Spot 162068, Spot 162107, Spot 162166, Spot 162167, Spot 162168, Spot 162265, Spot 162266, Spot 162267, Spot 162268, Spot 162365, Spot 162366, Spot 162367, Spot 162406, Spot 162464, Spot 162468, Spot 162496, Spot 162509, Spot 162564, Spot 162565, Spot 162566, Spot 162567, Spot 162612, Spot 162667, Spot 162668, Spot 162669, Spot 163105, Spot 163130, Spot 163207, Spot 163211, Spot 163831
PA361_1,139865.5427,178762.3361,159968.6195,193314.2608,129894.4191,227627.6481,242762.4819,135191.3515,121211.0841,149650.3559,127937.5734,172118.7081,260134.2959,108491.646,166862.7518,92119.27845,85765.15547,175322.5989,200679.5833,128276.8144,127510.1099,131560.1955,170826.3019,121969.3275,198506.6942,68857.80084,125300.5934,84959.18088,128286.822,86418.84836,298617.2934,164962.5671,88858.90316,166444.1278,193258.9218,157979.726,214937.6707,112050.1071,119184.932,122321.0296,119900.1788,70361.89879,114079.0701,129229.674,184673.5947,205295.0857,239003.141,269764.1455,202410.6339,126230.6902,292517.0107,123726.3574,264276.8739,113621.9627,193123.671,108521.5879,158406.3792,210958.7226,160862.9325,142283.855,241069.8039,215251.4215,186133.3892,239474.9781,114468.6916,107720.6554,299012.0217,185686.5614,129255.7243,177417.0668,90405.68792,141493.4911,123943.8878,188450.3173,245360.7592,207629.5465,182799.6993,159397.5291,131275.4499,292789.6707,169066.8824,216310.915,326269.0544,136817.3208,124979.9723,233197.9426,140012.4792,115905.5312,124309.7715,156193.5192,266693.2229,95530.75909,109592.9185,150750.8421,144635.5575,195852.1421,173114.7443,92778.90422,234771.0869,204543.5306,109612.7782,176946.3668,218426.9984,169116.1243,180451.2467,99460.1676,156892.3565,272507.5222,85916.14845,124480.9569,181163.857,134713.4231,160960.2063,312511.1734,223893.0003,115774.4174,245643.9329,100443.8378,178960.6001,192533.8162,141041.5142,121334.8722,219289.1226,228526.7286,244136.5783,164759.0038,283608.446,99761.93334,261326.4112,360046.6532,127838.3804,68484.22887,146284.8315,100468.9156,217680.3359,144706.3362,146729.3897,133652.1603,163179.5817,159157.2801,105981.6067,73070.91959,101854.208,19640.03435,125020.6992,138563.7565,162526.7649,132246.7132,116177.0648,137291.691,123865.107,192322.8006,167426.1909,8159.348977,199036.809,209163.9125,84326.11549,136779.4405,150242.648,237078.1231,120258.5925,200489.2151,110507.298,236147.9824,134175.1165,162210.4559,105937.7729,145934.7815,153055.2644,138696.0046,121636.2453,119316.8878,91569.47658,190367.8182,132761.7517
PA361_2,52070.05095,76099.95685,45680.89249,64432.93009,22708.30856,86499.13342,55370.32154,30777.34953,30243.7448,35689.60767,30580.54229,0,94879.19206,24839.70023,59329.49883,35759.46298,40603.97763,0,51160.46198,54209.86017,21732.09948,0,27332.39001,21396.86918,77042.60845,0,50708.80089,30783.26046,56914.83741,30894.28387,47059.27981,53590.11322,22419.82933,46490.58482,48088.75322,25683.01344,38929.80031,39792.26245,24620.98213,65346.1804,41893.73341,19992.3504,28800.2393,0,92305.70703,76171.985,50016.77304,46945.93101,96754.43059,32004.14724,110445.5383,30585.80164,45337.41145,29450.52626,34629.26504,48811.11482,27194.06929,55275.86875,66499.79619,45564.54109,72643.97219,36994.96472,53179.50414,49648.95765,35112.65618,32743.42399,46963.18297,50134.99513,44157.55077,81664.9241,54201.31272,77026.13666,36320.63466,36871.87505,0,58860.78882,0,35035.60791,33600.45261,45196.81492,36380.13668,64836.85816,41432.9018,57351.63434,44322.93718,61461.51594,54560.3445,55867.33468,0,21107.29026,42038.40065,25856.93855,23135.84514,33067.56429,39521.43833,27854.56332,0,19779.31567,83220.60085,43844.46928,22694.6383,58860.95671,37154.9821,44481.9038,49468.79285,29915.29977,34926.4797,54040.81246,26011.67987,36439.29646,67827.75801,33344.97743,31741.74885,43572.34736,42838.39136,23773.31923,62929.07658,70492.63985,51275.60151,89186.47961,0,58164.6575,83862.81389,69238.23046,86833.72089,61134.22154,79578.16228,14638.81381,70003.41727,61971.31783,32674.58685,24948.07748,48263.31712,16090.64371,41081.58184,28748.31291,26005.07551,30287.41707,43078.74427,32510.34967,25269.3265,33820.27628,24094.5948,6492.64654,20013.92654,88916.66572,62086.0172,47553.43322,53208.50154,19925.67333,35922.33618,40956.90596,38572.91003,2501.594631,80401.71034,66417.42826,40552.27853,35111.31862,35017.31574,71797.25103,45520.29377,37738.99931,40957.8863,48923.75011,27596.06528,38901.17615,24005.41406,29473.14248,43993.34662,27822.74823,24013.51505,17951.11421,37830.61509,50736.40473,34408.33547
CerPEd381_0,123954.1347,208878.8267,178780.673,174004.9168,96577.62024,106606.6282,138982.4424,91692.17024,98540.1224,127156.3887,164512.3558,271204.882,287327.6528,99683.03979,145616.9505,84729.36064,76757.55391,255321.9167,140708.2847,114545.5209,88203.74874,135687.8011,162647.658,104501.9956,188217.5603,74326.28626,246089.8921,100050.4914,177245.7546,76539.99108,177491.069,165477.966,69124.59406,128717.36,173077.4188,98723.99117,136987.9067,57857.50977,76330.25335,177673.8665,98294.50621,84004.66169,135713.4479,170703.4811,189827.5285,167398.5947,171397.4207,208316.8073,223721.5082,114443.6452,277427.7497,99628.30669,196768.9329,147045.6671,115119.6713,99106.89277,106880.7211,235329.9592,157773.568,134286.3312,189116.3651,203216.3268,141866.3378,96830.07051,145678.7398,123572.5827,191909.5061,161546.8666,140548.4341,153244.6945,115348.2877,165836.4191,172462.0694,189657.1182,137891.9539,224797.2975,211349.9178,126332.7158,120593.4161,179628.8802,164996.607,139068.3751,186407.1242,162260.7556,126751.3691,221396.9221,133440.5315,88726.40877,93680.64235,74152.36361,163801.9931,103599.603,88735.32852,143242.0199,171678.0486,160409.5049,164921.3033,100979.4326,108880.892,187861.8962,93818.6473,114571.2876,144751.5689,112760.5892,164135.8297,108114.7742,108064.7967,207864.693,119740.6772,97127.66982,189744.1244,83440.18463,76228.72497,190006.3379,140673.2068,117080.6468,188622.4823,88252.97115,104541.8445,118641.1081,108604.5039,110510.0868,122303.9346,103799.1777,179384.0518,110880.1645,186757.6975,105859.5748,148824.0554,225300.7041,94156.24275,89565.31848,131453.1188,67459.03053,180033.4357,97928.6853,40727.11132,93247.15998,93190.59703,97330.08487,119450.0505,81184.32947,136752.4157,16678.12481,86459.75779,142688.5811,147605.4825,95414.45358,57483.55286,84316.35447,84012.27214,149156.4149,131724.3505,7289.648552,109491.077,141353.9849,72393.40264,106933.757,59621.27491,197201.1692,63062.35672,153654.1591,89426.9959,146478.5568,61583.51478,95779.9296,58432.23097,63630.89563,105104.3597,82685.58192,137374.5948,106148.9883,81176.79231,190595.1764,182439.4698
CerPEd381_1,56267.41101,81938.65544,39282.90587,84346.57711,46722.31667,0,61694.57906,27554.94717,46887.84507,71947.75476,0,95617.74313,109008.4008,45483.64522,44038.0939,48756.7512,46114.7637,0,72782.25836,69876.16608,36713.60977,49345.93876,53942.81642,33466.1285,89083.29955,25144.76636,0,37335.55383,78915.8707,28639.50831,102121.8954,115737.8649,24214.58123,68899.95315,44759.84577,64447.16913,67182.10203,28851.68497,36944.12526,86215.47737,42836.87052,52207.07098,88223.5613,45785.07676,70680.85246,72273.95477,73539.58824,114250.1002,123906.3332,42051.03229,58242.44466,64891.00761,83600.88335,51399.88997,91644.19185,62852.55612,53778.12004,95840.73362,52547.56018,91591.20023,42849.23053,79707.03949,69012.46788,42465.68277,71515.29582,46424.88798,90206.6102,98566.6694,89333.96546,58251.8742,80526.01876,74934.49367,87734.6336,141015.5816,0,149404.641,73614.53764,52466.94264,45035.51993,97652.98965,81911.50535,74351.16657,101092.5257,137339.3448,67906.76728,131712.325,84408.45386,35270.82546,0,53788.55436,68143.884,51551.76775,53660.75663,55083.8858,89744.7589,79351.19903,83390.27792,60294.60021,80292.93283,0,44251.1896,40664.20273,56945.37389,55899.87818,94401.96921,57446.81745,58160.54847,128955.3657,41335.32611,60529.90041,101000.2521,29054.61076,31487.31498,114571.6997,49260.06107,40837.32508,119061.6749,54419.25929,34599.1741,78808.06954,53916.99954,41382.64452,64290.34758,48756.35223,53822.9094,44539.51346,110152.0671,43422.17908,80052.64536,82737.84898,48281.51142,41609.58522,71129.14262,19687.40565,97007.97282,29525.67741,28956.90114,44869.74082,43685.25081,37492.05387,47974.45571,58393.02859,60109.38183,5535.520317,36671.34338,72046.24726,59616.88961,54208.22576,47065.52217,26004.06911,51191.80836,82972.32813,48872.17455,3165.766937,62152.73011,39269.03652,36987.53547,51586.55048,32409.78903,67577.14397,39410.35263,58774.62221,46284.97248,0,34964.41551,38300.66386,29733.84114,29976.22705,43836.47223,46161.46383,58781.33185,42581.49011,30852.45715,115927.4273,78085.03091
CerPEd381_2,0,19420.07249,0,0,0,0,0,0,0,0,0,0,28540.74086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14680.67154,0,29624.2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25122.06798,0,0,0,18152.32866,0,0,0,0,34971.30646,0,0,0,0,0,0,0,0,0,0,18730.15822,12498.36785,0,0,0,8854.631136,0,0,0,0,0,0,0,0,0,0,0,0,24945.83818,0,0,0,0,0,31315.00639,0,9813.379889,0,0,0,0,0,0,0,11562.66261,0,0,0,0,0,21990.98333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9080.065224,0,0,0,0,0,0,0,0,0,0,0,19840.57089
PE341_0,62649.47833,86504.13965,93291.99282,77555.99861,31397.0505,72190.7827,47418.24669,50081.16002,54054.04247,78249.86906,61197.24612,134578.1322,119550.5997,59352.56548,50699.64574,28848.39736,34847.57199,103244.1291,89666.73489,50891.89778,40711.29351,67742.00542,37907.58569,36308.18966,51349.31869,49489.24075,81394.06954,46792.83785,56156.30721,27344.72855,106746.9955,73233.98586,32707.81662,36779.84719,48026.79406,41954.64869,86514.57227,43034.96112,38238.43648,77660.13253,26849.6371,30649.54841,71814.69194,58456.14557,82920.52085,67312.69957,68624.25974,0,103975.5134,45192.2396,101967.2824,40899.16341,123086.1787,59590.66304,93213.66894,44427.8031,76401.88244,107105.7195,82659.85668,44883.69799,105955.8071,53578.8252,75299.50875,64921.65116,73271.35031,78457.82479,53664.7767,70063.85168,109706.6242,58969.39666,48116.52558,0,73669.45948,68763.57446,99423.27195,88193.73386,74212.7218,33140.76343,67301.96337,162900.4676,79100.56466,42932.20277,102801.7134,81732.06264,38275.27244,113574.3753,52652.44314,35298.18788,62660.88312,65556.8213,108123.3833,44232.88675,30112.63448,46945.59121,88327.13045,90865.83841,57243.30454,49519.39406,83247.72806,76728.34755,51451.57032,73299.63934,50174.90529,59424.86325,91188.91613,40359.46789,43309.44121,95579.29425,44790.8323,53676.30663,78161.15839,29934.71949,51604.16012,72282.00586,58530.07386,50680.30007,92016.78094,53955.31504,58539.57986,57356.7854,43113.12577,93183.51843,100012.6627,64446.84088,89582.91581,64816.60881,63768.13579,38565.89194,61864.44205,131501.8629,60658.37199,39824.96001,63714.64615,29372.70458,84751.0759,43106.7912,32156.35859,64404.36112,60835.12342,60206.80601,48774.51043,19811.97551,27922.30105,7034.870657,33095.25088,59604.45356,38302.67509,48983.77869,34482.56933,34037.68483,49816.91657,72569.65218,66758.189,2891.363711,50983.6491,51041.2005,37377.37533,38731.76955,58772.56857,110486.1571,44891.70845,77997.56895,36792.69549,80561.27167,29700.83889,47591.73527,34730.47732,24449.02955,52067.14988,63145.37209,46710.64351,43755.85041,23900.88127,52124.22228,67688.40397
PE341_1,38956.1147,53991.83101,75494.5654,78170.04932,37462.57186,47945.23224,40719.9564,44316.43786,57357.74314,72412.74818,50487.86211,73964.72392,103869.3829,40112.93889,41774.02348,29453.11925,38055.92689,0,71685.73809,55694.3615,0,0,47207.15473,51055.26598,51613.80412,31516.79972,95398.35589,36076.00192,70947.87161,23244.57902,55527.03232,72218.10678,32738.58203,0,42765.86783,79191.01213,0,38531.02582,33551.29938,67316.73364,38825.72882,44965.92829,41410.87072,31861.88835,90773.96347,59582.76554,82316.33277,85548.80894,87974.91982,46863.98815,87379.30567,63357.35119,59043.90209,46822.99602,103191.4917,43258.82235,0,92494.43451,62332.04792,54833.71658,78540.26831,75122.15884,105763.1046,0,49608.50653,55774.24195,52375.75501,70289.37587,48117.01145,38005.62901,38271.72687,0,74126.41732,70724.20145,0,136349.895,67846.53105,0,32701.84442,70489.25594,43470.33279,55723.36686,77644.99908,77897.42662,31621.36397,66743.87562,58251.85549,24796.15467,45157.60581,37930.3368,66071.6729,36516.75297,0,86245.96124,78920.37527,50752.25307,103638.766,54466.61895,0,52361.68611,23126.76597,40609.44603,41333.35999,41320.19992,110652.5934,53461.08208,56913.80629,97264.71881,21700.99775,0,69159.41384,36805.61782,23653.32073,55289.66997,70088.07495,32637.99391,99839.79145,32758.40197,43137.88627,46689.76272,32358.41854,44401.36573,65878.44762,74189.24971,57433.74843,49275.32038,61229.99317,31557.04783,65100.99096,85440.60319,30872.2229,40295.13337,59477.01928,32048.62317,59720.80096,31329.12932,21035.84736,0,41285.31528,39666.94553,27307.31898,38194.70575,29795.71721,4591.23333,24153.07494,0,46147.65454,0,30628.20558,30246.20768,41446.59685,80063.31303,37955.79005,2136.186743,94898.38384,50740.16034,26988.70176,50554.39193,35763.45658,53828.18196,23715.35333,50191.07577,34239.76535,0,36513.79585,56714.15561,36676.77489,39401.55328,42527.12942,39646.74588,39473.68644,25268.30566,33867.71105,66502.51551,58803.51099
PE340_0,62149.2347,54532.81493,48856.78628,56273.10451,35148.93904,47765.18291,50237.60548,29480.73489,27580.25126,63761.54425,28456.9853,64350.41467,81629.86758,27841.96572,29421.63261,36339.2013,30960.40739,97964.57165,52459.42473,61588.43682,25822.2588,32173.57832,78183.27372,31535.18241,55157.25214,28591.90798,117937.5488,34701.42532,51716.86464,22975.58263,68209.98236,62387.41844,28328.42145,41797.85845,57904.42682,36288.80204,64396.28688,45354.14945,39620.62431,83889.55172,31109.33572,22044.7109,51025.84896,38207.53966,96686.08961,91514.65742,36141.78309,75931.10448,66592.10375,47715.69669,99130.37154,43298.6178,66046.15422,35890.71396,42292.68923,33638.93505,32007.62795,64878.51342,28374.05423,45562.23341,0,36871.33064,48955.25995,32147.33575,39732.51106,51303.91235,88111.93663,57438.3066,58800.61463,62136.5656,38113.38253,38400.73253,61061.74303,45415.99152,45559.88729,87156.81317,83038.54057,29124.25498,28266.21232,66262.40993,60098.43875,41874.87117,86933.42877,116057.0655,32098.38225,46045.11775,78497.01001,27661.36671,31932.73172,63211.28242,0,23861.7805,17642.13822,50717.70101,35832.91998,66184.38895,61097.62746,47963.10555,38875.75811,46382.58293,20951.09256,49940.89298,90942.62064,38183.07212,77111.1911,35479.25147,47284.1429,120042.4439,44376.91362,0,53359.66306,29889.36606,49254.97264,65124.37686,66848.87679,28717.92182,52783.2687,40103.83722,38040.58999,55047.20795,50359.27141,64820.64889,69943.70682,57223.28175,114668.3946,28996.70022,81964.45994,25804.05986,43741.71494,113883.7446,21546.22702,42440.54886,30155.71129,25657.68787,43253.28144,33456.85508,32063.93181,37847.32086,52918.95718,26240.02707,40768.40016,23100.8449,31736.98802,6532.809009,24764.98868,57172.2155,25440.89219,50126.66466,28443.07515,37511.89774,27252.15268,56222.1822,45001.40088,2791.985307,43007.0325,33443.10509,25601.18998,20987.05702,23451.77979,91713.78371,17437.51506,37567.94349,24113.88695,63061.115,25625.60003,42134.16478,22143.3348,16408.71145,47130.40968,27723.25397,26973.09399,42989.34387,38862.88187,36308.47982,74131.86698
PE340_1,44854.063,67426.55074,77063.66613,64349.53683,37674.53015,42298.47909,45679.40071,43706.1823,84569.97313,59969.36766,52907.20234,147037.9861,99578.16662,46947.50646,39816.71584,0,27857.30724,103158.5211,91882.83645,56898.16318,55072.60913,31302.30384,61023.65889,41771.04132,44219.99917,45064.38108,179996.0013,45244.85922,99280.8691,19874.11575,50889.20643,83812.31917,0,53337.85613,70201.89915,60123.62692,0,56302.21133,45651.53175,0,32240.00375,30677.12965,54314.45065,59243.37493,99429.7798,0,69424.54403,0,0,28060.50367,69126.95264,42511.62655,136057.872,36021.54087,51167.0235,46434.93638,72200.60571,0,81827.72671,59962.06387,84991.09973,71294.85206,91961.9986,0,63931.00352,46525.25209,51772.17714,80094.20687,44002.74193,54056.60042,58111.7041,66676.41412,0,74851.73482,0,111153.4396,101769.8484,33536.13115,32111.53914,64076.85984,91326.31557,79518.4987,0,73246.12569,53136.17335,0,40647.98105,33083.35979,0,39650.89932,0,41951.39575,35374.55563,67837.1508,69320.99961,73320.30104,0,55885.23357,56604.34194,49996.80982,31520.92297,38285.39057,59931.34026,65956.38241,118389.0854,47558.95086,49914.06731,88304.9496,44705.3113,66672.11566,99210.48863,40358.08335,31253.40367,111447.2504,111359.3654,34648.63153,71802.53968,31226.87589,40558.84096,47381.80997,54088.76822,59290.64045,60690.82923,0,96980.01954,38922.18479,62425.31808,24456.0135,61561.83,103049.5636,44949.0529,46191.49347,125319.1901,28605.75794,110945.0973,27274.32108,29994.68869,42672.12114,0,32390.74026,53754.35632,23362.47879,58545.09135,6205.298397,38979.02663,0,34910.95191,38997.13157,50790.48338,17459.29015,53530.32806,37305.37738,48540.16912,3129.775858,39833.66815,55412.22672,33637.78279,27437.75616,27054.70035,76969.22736,29070.46443,62186.42271,26089.29336,0,38425.86776,55755.47683,21920.52597,26658.50273,44547.47677,37139.72192,36909.06047,38636.60322,19988.80135,42774.75935,76515.32016
PE340_2,37248.44502,0,66694.28804,45598.19647,0,0,44861.48672,0,34540.75624,35617.70211,0,59442.9238,0,0,0,0,21113.67259,87235.93209,81147.10539,0,26799.02851,0,51988.60967,0,31903.33659,0,73157.98915,27578.82509,50158.81818,0,0,0,0,34712.40446,37769.89866,0,0,27435.43118,0,0,0,0,36364.52119,39623.21174,83908.96252,0,51307.05306,80293.77398,0,36737.48009,0,0,0,31716.43594,0,33801.79108,43197.83776,66598.7868,0,0,43293.589,46011.6119,0,35354.7565,0,0,62477.76889,0,52870.54867,0,25609.33347,0,34827.04564,0,75283.78019,79299.16071,65941.58593,0,0,39647.51292,0,0,0,45656.75266,0,0,40429.88071,0,0,64439.1625,0,22435.64732,0,0,45072.65362,0,0,29728.57688,0,0,26917.42026,0,45976.53807,0,0,36432.88021,33237.39308,0,37318.34132,0,0,0,0,0,35288.107,0,0,0,30631.77555,83984.60548,25849.84293,34970.81888,0,0,46993.19132,42893.58486,60379.28078,24715.35376,0,69368.7641,33788.30134,0,31519.82394,0,43369.93844,29635.92151,21569.09027,0,27370.11438,0,27660.08103,20762.54679,44393.75592,3508.564598,33005.90236,0,0,28748.51161,30387.67946,22197.61743,0,56413.70765,40172.18229,2263.485761,0,0,0,24983.96426,0,0,19842.16523,0,21175.73915,0,20654.96574,0,21356.3383,31302.52634,0,0,23165.36996,23974.13632,17880.72319,0,50934.81637
PA386_0,40462.0364,61847.10116,87860.24868,108912.9697,45122.73511,61229.67086,105123.0314,63355.53662,54125.74787,47181.61126,72657.9303,89315.12946,117144.6473,53038.6867,68254.64553,26899.95953,27241.69876,0,114789.9451,111041.7159,38254.59958,62561.74701,60972.89217,38490.48324,70019.3734,28952.48482,149111.4251,65255.98103,100617.7639,40888.92963,102288.1417,97908.64875,29416.88853,59357.23996,87316.91123,46634.29634,69619.12757,59956.59221,31050.59884,95714.35278,39099.09889,34120.39642,84765.97493,63956.45726,102667.3269,115496.1336,143543.7144,157189.9698,0,56358.05483,66104.97523,93172.99836,127146.3978,72857.78628,82954.07247,74540.75189,84925.34403,0,39056.49377,82245.29971,63837.85326,66817.50702,99603.3793,72445.39617,79205.58552,69984.68812,83951.75589,104344.8346,60359.44426,65818.37753,38316.2139,63024.8059,68080.61659,95352.20967,0,108689.8825,80080.29195,59989.97429,60946.49982,68523.09953,46226.61494,106350.4664,0,108903.1108,51291.75362,114922.9876,99597.55745,50193.31796,40111.45712,62291.75374,102037.6392,42640.66809,40288.45563,67404.222,59252.64259,88245.37475,107885.0239,54416.26145,54042.30365,93457.12092,37578.29629,55288.18393,58161.64552,79247.86039,79064.82755,0,49304.54074,138557.7558,35753.79333,68060.4579,96055.8278,64387.74163,40435.30853,105608.8618,48191.40387,40645.24805,103599.4892,53761.529,30764.38089,74835.31234,40744.04342,83409.22626,42984.31872,99470.92432,140064.3937,61902.82513,93374.33513,35032.1441,113046.3419,112173.5834,52886.76205,34626.14055,93354.79887,45338.59669,92287.59196,46743.6647,28185.54816,79450.26405,0,49306.84459,56815.38894,26155.34412,60314.84986,5563.217204,38413.47123,84601.12542,35580.03881,55949.0291,33775.1657,33555.52679,63789.86541,42172.43189,94877.02312,2787.361169,55353.52127,59138.69673,31277.77495,44177.32024,22304.8229,104595.7832,23796.9565,0,24523.07627,0,35634.545,50299.54906,34958.06399,36689.04717,60167.40097,35564.5176,44903.41536,48682.51531,36808.35067,52531.67966,111285.0866
PA386_1,38998.27293,0,65426.63958,94155.95403,33227.68774,44251.24129,65310.54329,58741.97435,47198.02815,33912.60517,0,60788.8598,101057.1668,46321.70084,49350.33684,23240.64874,41392.16318,109693.1835,77846.72782,65459.89795,32799.16891,0,40916.8491,25215.32068,51219.49518,29478.71385,0,44370.78875,54108.4549,32024.37132,45253.09615,65222.04794,34145.30409,57650.05056,60280.35575,48535.08969,0,0,41722.5217,62812.9194,0,26950.68951,44445.25828,67683.41255,54878.96998,65927.20218,48701.4926,112291.0889,72685.74591,0,61322.69126,0,107306.8099,63327.9771,0,36460.8067,54993.28978,61564.4293,83503.66277,77669.71738,55994.70723,50945.44232,86473.62914,49381.99607,66344.51541,51114.58042,0,49748.68963,52297.1084,99066.4215,24342.74242,65926.95957,37404.70697,81097.76174,73559.80888,91306.52309,56419.43116,40666.83987,50736.03534,54666.22384,42676.57985,0,81989.62658,63057.81102,35379.80684,0,0,27256.77696,47029.60569,35261.53404,57789.8903,32938.68391,25535.17609,0,34034.55275,79592.15923,57838.13552,32445.4603,0,89555.70594,25492.62104,38337.34974,58649.74913,64531.03031,67836.27429,43576.28698,60199.42581,0,27010.07189,0,46037.57874,39994.33317,32963.46161,0,52921.95787,40225.83138,67872.41248,39905.47089,36822.10981,45220.82451,46573.91799,40501.89359,0,0,116226.7164,40970.26721,74418.61702,30248.36612,58410.54467,111062.8532,80232.66703,29507.72592,49328.80465,30636.49763,59082.73375,31517.85134,32978.57973,44398.23627,32621.08543,0,39258.92003,31739.5422,36147.57814,3982.682434,40002.4182,0,52701.17592,40315.47922,32370.42605,48631.25846,34000.4324,0,43462.49706,1838.411881,85881.88322,42709.09097,26570.83974,24505.97605,36183.46066,55633.24726,23972.67863,58762.18608,27445.26202,0,25560.86338,56422.97013,38218.34582,27721.71722,69235.32153,72834.73371,0,41838.79342,25556.54342,75647.13755,46276.67477
